"data_as_of","start_date","end_date","group","year","month","mmwr_week","week_ending_date","state","covid_19_deaths","total_deaths","percent_of_expected_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_or_covid_19_deaths","footnote"
"2021-01-22T00:00:00.000","2020-04-19T00:00:00.000","2020-04-25T00:00:00.000","By Week","2020",,"17","2020-04-25T00:00:00.000","Alaska","0","61","78.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-26T00:00:00.000","2020-05-02T00:00:00.000","By Week","2020",,"18","2020-05-02T00:00:00.000","Alaska","0","87","98.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-05-03T00:00:00.000","2020-05-09T00:00:00.000","By Week","2020",,"19","2020-05-09T00:00:00.000","Alaska",,"89","114.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-05-10T00:00:00.000","2020-05-16T00:00:00.000","By Week","2020",,"20","2020-05-16T00:00:00.000","Alaska","0","83","108.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-05-17T00:00:00.000","2020-05-23T00:00:00.000","By Week","2020",,"21","2020-05-23T00:00:00.000","Alaska","0","82","106.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-05-24T00:00:00.000","2020-05-30T00:00:00.000","By Week","2020",,"22","2020-05-30T00:00:00.000","Alaska","0","97","134.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-05-31T00:00:00.000","2020-06-06T00:00:00.000","By Week","2020",,"23","2020-06-06T00:00:00.000","Alaska","0","78","92.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-06-07T00:00:00.000","2020-06-13T00:00:00.000","By Week","2020",,"24","2020-06-13T00:00:00.000","Alaska",,"88","107.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-06-14T00:00:00.000","2020-06-20T00:00:00.000","By Week","2020",,"25","2020-06-20T00:00:00.000","Alaska","0","92","108.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-06-21T00:00:00.000","2020-06-27T00:00:00.000","By Week","2020",,"26","2020-06-27T00:00:00.000","Alaska","0","88","114.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-06-28T00:00:00.000","2020-07-04T00:00:00.000","By Week","2020",,"27","2020-07-04T00:00:00.000","Alaska",,"84","100",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-05T00:00:00.000","2020-07-11T00:00:00.000","By Week","2020",,"28","2020-07-11T00:00:00.000","Alaska",,"100","113.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-12T00:00:00.000","2020-07-18T00:00:00.000","By Week","2020",,"29","2020-07-18T00:00:00.000","Alaska",,"88","117.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-19T00:00:00.000","2020-07-25T00:00:00.000","By Week","2020",,"30","2020-07-25T00:00:00.000","Alaska",,"92","128.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-26T00:00:00.000","2020-08-01T00:00:00.000","By Week","2020",,"31","2020-08-01T00:00:00.000","Alaska",,"112","148.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-02T00:00:00.000","2020-08-08T00:00:00.000","By Week","2020",,"32","2020-08-08T00:00:00.000","Alaska",,"101","128.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-09T00:00:00.000","2020-08-15T00:00:00.000","By Week","2020",,"33","2020-08-15T00:00:00.000","Alaska",,"74","82.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-16T00:00:00.000","2020-08-22T00:00:00.000","By Week","2020",,"34","2020-08-22T00:00:00.000","Alaska",,"114","135.00",,,"0","11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-23T00:00:00.000","2020-08-29T00:00:00.000","By Week","2020",,"35","2020-08-29T00:00:00.000","Alaska",,"93","117.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-30T00:00:00.000","2020-09-05T00:00:00.000","By Week","2020",,"36","2020-09-05T00:00:00.000","Alaska",,"104","127.00",,,"0","10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-06T00:00:00.000","2020-09-12T00:00:00.000","By Week","2020",,"37","2020-09-12T00:00:00.000","Alaska",,"87","109.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-13T00:00:00.000","2020-09-19T00:00:00.000","By Week","2020",,"38","2020-09-19T00:00:00.000","Alaska",,"103","115.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-20T00:00:00.000","2020-09-26T00:00:00.000","By Week","2020",,"39","2020-09-26T00:00:00.000","Alaska",,"112","120.0",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-27T00:00:00.000","2020-10-03T00:00:00.000","By Week","2020",,"40","2020-10-03T00:00:00.000","Alaska",,"75","85.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-04T00:00:00.000","2020-10-10T00:00:00.000","By Week","2020",,"41","2020-10-10T00:00:00.000","Alaska",,"111","131.00","10",,"0","12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-11T00:00:00.000","2020-10-17T00:00:00.000","By Week","2020",,"42","2020-10-17T00:00:00.000","Alaska","10","99","115.00",,,"0","13","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-18T00:00:00.000","2020-10-24T00:00:00.000","By Week","2020",,"43","2020-10-24T00:00:00.000","Alaska",,"100","117.00",,,"0","10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-25T00:00:00.000","2020-10-31T00:00:00.000","By Week","2020",,"44","2020-10-31T00:00:00.000","Alaska","10","104","139.00","10",,"0","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-11-01T00:00:00.000","2020-11-07T00:00:00.000","By Week","2020",,"45","2020-11-07T00:00:00.000","Alaska",,"99","110.0",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-11-08T00:00:00.000","2020-11-14T00:00:00.000","By Week","2020",,"46","2020-11-14T00:00:00.000","Alaska","14","97","113.00","16","12","0","18",
"2021-01-22T00:00:00.000","2020-11-15T00:00:00.000","2020-11-21T00:00:00.000","By Week","2020",,"47","2020-11-21T00:00:00.000","Alaska","14","107","123.00",,,"0","16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-11-22T00:00:00.000","2020-11-28T00:00:00.000","By Week","2020",,"48","2020-11-28T00:00:00.000","Alaska","20","101","106.00","18","14","0","24",
"2021-01-22T00:00:00.000","2020-11-29T00:00:00.000","2020-12-05T00:00:00.000","By Week","2020",,"49","2020-12-05T00:00:00.000","Alaska","21","85","105.00","14","11",,"25","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-12-06T00:00:00.000","2020-12-12T00:00:00.000","By Week","2020",,"50","2020-12-12T00:00:00.000","Alaska","15","90","90.0","10",,"0","18","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-12-13T00:00:00.000","2020-12-19T00:00:00.000","By Week","2020",,"51","2020-12-19T00:00:00.000","Alaska",,"57","64.00",,,"0","10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-12-20T00:00:00.000","2020-12-26T00:00:00.000","By Week","2020",,"52","2020-12-26T00:00:00.000","Alaska",,"47","55.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-12-27T00:00:00.000","2021-01-02T00:00:00.000","By Week",,,"53","2021-01-02T00:00:00.000","Alaska",,"42","50.0",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2021-01-03T00:00:00.000","2021-01-09T00:00:00.000","By Week","2021",,"1","2021-01-09T00:00:00.000","Alaska",,"37","41.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2021-01-10T00:00:00.000","2021-01-16T00:00:00.000","By Week","2021",,"2","2021-01-16T00:00:00.000","Alaska",,"30","33.00","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","By Week",,,"1","2020-01-04T00:00:00.000","Arizona","0","1301","96.00","81","0",,"86","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-05T00:00:00.000","2020-01-11T00:00:00.000","By Week","2020",,"2","2020-01-11T00:00:00.000","Arizona","0","1390","102.00","94","0",,"102","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-12T00:00:00.000","2020-01-18T00:00:00.000","By Week","2020",,"3","2020-01-18T00:00:00.000","Arizona","0","1315","105.00","70","0","11","81",
"2021-01-22T00:00:00.000","2020-01-19T00:00:00.000","2020-01-25T00:00:00.000","By Week","2020",,"4","2020-01-25T00:00:00.000","Arizona","0","1275","100","91","0",,"100","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-26T00:00:00.000","2020-02-01T00:00:00.000","By Week","2020",,"5","2020-02-01T00:00:00.000","Arizona","0","1265","99.00","74","0","13","87",
"2021-01-22T00:00:00.000","2020-02-02T00:00:00.000","2020-02-08T00:00:00.000","By Week","2020",,"6","2020-02-08T00:00:00.000","Arizona","0","1264","102.00","79","0","11","90",
"2021-01-22T00:00:00.000","2020-02-09T00:00:00.000","2020-02-15T00:00:00.000","By Week","2020",,"7","2020-02-15T00:00:00.000","Arizona","0","1312","111.00","92","0","14","106",
"2021-01-22T00:00:00.000","2020-02-16T00:00:00.000","2020-02-22T00:00:00.000","By Week","2020",,"8","2020-02-22T00:00:00.000","Arizona","0","1342","112.00","80","0","11","91",
"2021-01-22T00:00:00.000","2020-02-23T00:00:00.000","2020-02-29T00:00:00.000","By Week","2020",,"9","2020-02-29T00:00:00.000","Arizona","0","1352","110.0","80","0","15","95",
"2021-01-22T00:00:00.000","2020-03-01T00:00:00.000","2020-03-07T00:00:00.000","By Week","2020",,"10","2020-03-07T00:00:00.000","Arizona","0","1380","112.00","77","0","14","91",
"2021-01-22T00:00:00.000","2020-03-08T00:00:00.000","2020-03-14T00:00:00.000","By Week","2020",,"11","2020-03-14T00:00:00.000","Arizona","0","1349","110.0","82","0","11","93",
"2021-01-22T00:00:00.000","2020-03-15T00:00:00.000","2020-03-21T00:00:00.000","By Week","2020",,"12","2020-03-21T00:00:00.000","Arizona",,"1290","107.00","102",,,"112","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-03-22T00:00:00.000","2020-03-28T00:00:00.000","By Week","2020",,"13","2020-03-28T00:00:00.000","Arizona","31","1324","112.00","117","19",,"134","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-03-29T00:00:00.000","2020-04-04T00:00:00.000","By Week","2020",,"14","2020-04-04T00:00:00.000","Arizona","58","1356","111.00","124","32",,"154","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-05T00:00:00.000","2020-04-11T00:00:00.000","By Week","2020",,"15","2020-04-11T00:00:00.000","Arizona","91","1403","115.00","149","52",,"192","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-12T00:00:00.000","2020-04-18T00:00:00.000","By Week","2020",,"16","2020-04-18T00:00:00.000","Arizona","96","1316","114.00","117","43",,"171","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-19T00:00:00.000","2020-04-25T00:00:00.000","By Week","2020",,"17","2020-04-25T00:00:00.000","Arizona","106","1384","119.00","120","42",,"185","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-26T00:00:00.000","2020-05-02T00:00:00.000","By Week","2020",,"18","2020-05-02T00:00:00.000","Arizona","104","1398","120.0","124","46","0","182",
"2021-01-22T00:00:00.000","2020-05-03T00:00:00.000","2020-05-09T00:00:00.000","By Week","2020",,"19","2020-05-09T00:00:00.000","Arizona","127","1427","124.00","138","71","0","194",
"2021-01-22T00:00:00.000","2020-05-10T00:00:00.000","2020-05-16T00:00:00.000","By Week","2020",,"20","2020-05-16T00:00:00.000","Arizona","118","1306","121.00","128","69","0","177",
"2021-01-22T00:00:00.000","2020-05-17T00:00:00.000","2020-05-23T00:00:00.000","By Week","2020",,"21","2020-05-23T00:00:00.000","Arizona","97","1289","119.00","116","52","0","161",
"2021-01-22T00:00:00.000","2020-05-24T00:00:00.000","2020-05-30T00:00:00.000","By Week","2020",,"22","2020-05-30T00:00:00.000","Arizona","114","1310","117.00","120","50",,"185","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-05-31T00:00:00.000","2020-06-06T00:00:00.000","By Week","2020",,"23","2020-06-06T00:00:00.000","Arizona","132","1399","127.00","137","72","0","197",
"2021-01-22T00:00:00.000","2020-06-07T00:00:00.000","2020-06-13T00:00:00.000","By Week","2020",,"24","2020-06-13T00:00:00.000","Arizona","173","1463","130.0","158","99","0","232",
